Description,Category
GALANTAMINE TAB 8MG,RX
GAVISCON CHW,OTC
GEMFIBROZIL TAB 600MG,RX
GEMFIBROZIL 600MG TAB,RX
GENTAMICIN CRE 0.1%,RX
GENTAMICIN OIN 0.1%,RX
GENTAMICIN 200MG/100ML IN NS,IV DRUG
GENTAMICIN CRE 0.1% (TOPICAL),RX
GENTEAL MILD 0.1-0.3% OPTH,OTC
GENTEAL MILD TEARS 0.1%-0.3%,OTC
GENTEAL PF UD 0.1%/0.3%,OTC
GLIMEPIRIDE TAB 1MG,RX
GLIMEPIRIDE TAB 2MG,RX
GLIMEPIRIDE TAB 4MG,RX
GLIMEPIRIDE 4MG,RX
GLIPIZIDE TAB 10MG,RX
GLIPIZIDE 10MG,RX
GLIPIZIDE 5MG TAB,RX
GLIPIZIDE ER 5MG TAB,RX
GLIPIZIDE ER TAB 10MG,RX
GLUCAGEN INJ HYPOKIT,RX
GLUCAGEN HYPOKIT 1MG,RX
GLUCO/CHONDR TAB /MSM,OTC
GLUCOS/CHOND 500-400 D-S TAB,OTC
GLYBURIDE TAB 5MG,RX
GOODSENSE PAIN RELIEF EXTRA STRENGTH 500MG,OTC
GRALISE TAB 600MG,RX
GUAIFENESIN 100MG/5ML,OTC
GUAIFENESIN 600MG ER TAB,OTC
GUAIFENESIN DM SA 100-10MG/5ML,OTC
GUAIFENESIN SF *DM* 10-100/5,OTC
GUAIFENESIN SF 100/5ML,OTC
GUAIFENESIN/DM/SF 100-10MG/5ML,OTC
HALOPER DEC INJ 50MG/ML,RX
HALOPERIDOL TAB 0.5MG,RX
HALOPERIDOL TAB 1MG,RX
HALOPERIDOL TAB 2MG,RX
HALOPERIDOL 2MG/ML CONCENTRATE,RX
HALOPERIDOL 5MG TAB,RX
HALOPERIDOL INJ *VIAL* 5MG/ML,RX
HALOPERIDOL LACTATE 5MG/ML,RX
HC PRAMOXINE CRE 2.5-1%,RX
H-CHLOR 1/4 STR 0.125%,OTC
H-CHLOR 12 *QUARTER* 0.125%,OTC
H-CHLOR 12 0.00125,OTC
HCTZ 25MG,RX
HEMORRHOID. 0.25-14-74.9% OINT,OTC
HEMORRHOIDAL 0.25% SUPP,OTC
HEPARIN FLUSH 10-U/ML(PED)-5ML,IV SUPPLY
HEPARIN LOCK FLUSH,IV SUPPLY
HEPARIN SOD INJ 5000/ML (1ML),RX
HEPARIN SODIUM 10000UNIT/ML,RX
HEPARIN SODIUM 5000/ML,RX
HEPARIN SODIUM 5000UNIT/ML,RX
HEPARIN SODIUM LOCK FLUSH 10UNIT/ML,IV SUPPLY
HUBER NDL 22G 3/4 CLG2234,IV SUPPLY
HUMALOG 100UNIT/ML,RX
HUMALOG 100UNIT/ML (3ML VIAL),RX
HUMALOG INJ 100/ML (10ML),RX
HUMALOG KWIK INJ 100/ML (3ML),RX
HUMALOG KWIK PEN 100U/ML,RX
HUMALOG KWIKPEN 100UNIT/ML,RX
HUMULIN INJ 70/30KWP,OTC
HYDRALAZINE TAB 10MG,RX
HYDRALAZINE TAB 25MG,RX
HYDRALAZINE **10MG**,RX
HYDRALAZINE 100MG,RX
HYDRALAZINE 100MG TAB,RX
HYDRALAZINE 25MG,RX
HYDRALAZINE 25MG TAB,RX
HYDRALAZINE 50MG,RX
HYDRALAZINE 50MG TAB,RX
HYDRALAZINE HCL 10MG,RX
HYDRALAZINE HYDROCHLORIDE 100MG,RX
HYDRALAZINE HYDROCHLORIDE 25MG,RX
HYDRALAZINE HYDROCHLORIDE 50MG,RX
HYDROCHLOROT TAB 12.5MG,RX
HYDROCHLOROT TAB 25MG,RX
HYDROCHLOROTHIAZIDE 12.5MG,RX
HYDROCO/APAP TAB 10-325MG,RX
HYDROCO/APAP TAB 5-325MG,RX
HYDROCO/APAP TAB 7.5-300,RX
HYDROCO/APAP TAB 7.5-325,RX
HYDROCORT TAB 10MG,RX
HYDROCORT TAB 5MG,RX
HYDROCORTISONE 1% CREAM,OTC
HYDROCORTISONE 10MG TAB,RX
HYDROCORTISONE 2.5% CREAM,RX
HYDROCORTISONE 5MG TAB,RX
HYDROCORTISONE CR (OTC) 1%,OTC
HYDROGEL GEL (COMPOUND),RX
HYDROMORPHON LIQ 1MG/ML,RX
HYDROMORPHON TAB 2MG,RX
HYDROMORPHON TAB 4MG,RX
HYDROMORPHONE 2MG TAB,RX
HYDROMORPHONE HCL 2MG,RX
HYDROXYCHLOR TAB 200MG,RX
HYDROXYCHLOROQUINE 200MG,RX
HYDROXYUREA CAP 500MG,RX
HYDROXYZ HCL TAB 10MG,RX
HYDROXYZ HCL TAB 25MG,RX
HYDROXYZ PAM CAP 50MG,RX
HYDROXYZINE HCL 25MG TAB,RX
HYOSCYAMINE SUB 0.125MG,RX
HYOSCYAMINE TAB 0.125MG,RX
HYSEPT 0.0025,OTC
HYSEPT SOL HALF STRENGTH 0.25%,OTC
HYZAAR,RX
FAMOTIDINE 20MG TABLET,OTC
FAMOTIDINE 20MG TABS,OTC
FAMOTIDINE 40 MG TABLET,RX
ICY HOT PAIN GEL 2.5%,OTC
ICY HOT PAIN RELIEV 2.5% GEL,OTC
IMIPENEM/CIL INJ 500MG,IV DRUG
IMRR-INTERIM MED REVIEW,CONSULTING
INCRUSE ELLIP 62.5MCG (30 INH),RX
INCRUSE ELLIPTA 62.5MCG/INH,RX
INCRUSE[ELLIPTA] *7DAY* 62.5,RX
INSULIN ASPA INJ FLEXPEN,RX
INSULIN ASPART 100U/ML FLEXPEN,RX
INSULIN LISPRO 100U/ML INJ,RX
INVOKANA TAB 300MG,RX
IPRATRO NASAL SOLN 0.03%,RX
IPRATROP/ALBUT 0.5MG/2.5MG,RX
IPRATROPIUM / ALBUTEROL SOL,RX
IPRATROPIUM BROMIDE/ALBUTEROL SULFATE,RX
IPRATROPIUM INH (NEB) 0.02%,RX
IPRATROPIUM SPR 0.03% (345 SP),RX
IPRATROPIUM/ALBUTER 0.5MG/3MG,RX
IPRATROPIUM/ALBUTEROL 0.5-3MG,RX
IRBESARTAN TAB 150MG,RX
ISOSORB MONO TAB 120MG ER,RX
ISOSORB MONO TAB 30MG ER,RX
ISOSORB MONO TAB 60MG ER,RX
ISOSORBIDE DINITRATE 20MG TAB,RX
ISOSORBIDE DINITRATE 30MG TAB,RX
ISOSORBIDE MONONITRATE ER 60MG,RX
IV AMPICILLIN 2GM (E),IV DRUG
IV CARE (Q24H),IV SUPPLY
IV CARE (Q6H),IV SUPPLY
IV CARE (Q8H),IV SUPPLY
IV cefTRIAXone 1GM (E),IV DRUG
IV cefTRIAXone 1GM/50ML NS-E,IV DRUG
IV cefTRIAXone 2GM (E),IV DRUG
"ADAPTIC DSG 3""X3"" (12/BOX)",IV SUPPLY
IV ELASTOMERIC 100ML@100ML/HR,IV SUPPLY
IV ELASTOMERIC 100ML@200ML/HR,IV SUPPLY
IV ELASTOMERIC 250ML@175ML/HR,IV SUPPLY
IV ELASTOMERIC CHG,IV SUPPLY
IV ERTAPENEM 1GM (E),IV DRUG
IV HYDRATION BASIC FEE,IV SUPPLY
IV HYDRATION CARE SERVICE,IV SUPPLY
IV HYDRATION PER DIEM,IV SUPPLY
IV INTERMITTENT CARE SERV,IV SUPPLY
IV KIT (CENTRAL LINE),IV SUPPLY
"ALGICELL DRS 4X4"" PTCH",IV SUPPLY
IV KIT (START),IV SUPPLY
IV MCL CLEAR NDLESS MC100,IV SUPPLY
IV MIDLINE SUPPLY KIT,IV SUPPLY
IV PER DIEM,IV DRUG
IV PERIPHERAL KIT,IV SUPPLY
IV PICC SUPPLY KIT,IV SUPPLY
IV PIP/TAZO 3.375GM/100ML NS-E,IV DRUG
IV PIP/TAZO 4.5GM/100ML NS-E,IV DRUG
IV PUMP - ZYNO Z-800,IV SUPPLY
IV PUMP (ZYNO),IV SUPPLY
IV PUMP PER DIEM,IV SUPPLY
IV PUMP RENTAL,IV SUPPLY
IV START KIT,IV SUPPLY
IV TUBING DIAL A FLOW,IV SUPPLY
IV TUBING ZYNO,IV SUPPLY
IV VANCOMYCIN 1GM/250ML NS-E,IV DRUG
IV-ADAPTOR ADD-VANTAGE,IV SUPPLY
IV-AMP/SULBAC 3GM/100ML NACL,IV DRUG
IV-AMPICILLIN 2GM/NACL 100ML,IV DRUG
IV-AVYCAZ0.94G/NS50ML,IV DRUG
IV-CEFAZOLIN 1GM/50ML NACL,IV DRUG
IV-CEFAZOLIN 2GM/100ML D5W,IV DRUG
IV-CEFAZOLIN 2GM/100ML NS,IV DRUG
IV-CEFAZOLIN 3GM/100ML NACL,IV DRUG
IV-CEFEPIME 1G/50ML D5W-DUPLEX,IV DRUG
IV-CEFEPIME 1GM/100ML NACL0.9%,IV DRUG
IV-CEFEPIME 1GM/NACL 0.9%50ML,IV DRUG
IV-CEFEPIME 2GM/100ML NACL,IV DRUG
IV-CEFEPIME 2GM/D5W 50ML,IV DRUG
IV-CEFTAZIDIME 2 GRAM/100ML NS,IV DRUG
IV-CEFTAZIDIME 2GM/50ML NACL,IV DRUG
IV-CEFTRIAXONE 1GM/100ML NACL,IV DRUG
IV-CEFTRIAXONE 1GM/250ML NSS,IV DRUG
IV-cefTRIAXone 1GM/NACL 50ML,IV DRUG
IV-cefTRIAXone 2GM/100ML D5W,IV DRUG
IV-CEFTRIAXONE 2GM/100ML NACL,IV DRUG
IV-CEFTRIAXONE 2GM/50ML D5W,IV DRUG
IV-CEFTRIAXONE 2GM/50ML NS,IV DRUG
IV-CEFUROXIME 500MG/50ML NACL,IV DRUG
IV-CENTRAL IV SUPPLY KIT,IV SUPPLY
IV-DIAL-A-FLOW,IV SUPPLY
"ALGISITE M 4""X4""",IV SUPPLY
IV-ERTAPENEM 1GM/100ML NACL0.9,IV DRUG
IV-ERTAPENEM 500MG/50ML NS,IV DRUG
IV-FERRIC GLUC 125MG / 100NS,IV DRUG
IV-FERRLECIT 125MG/100ML NACL,IV DRUG
IV-FUROSEMIDE 80MG/100ML NS,IV DRUG
IV-GENTAMICIN 100MG/100ML NS,IV DRUG
IV-HEPARIN-LOCK *5ML* SYR 100U,IV SUPPLY
IV-HEPARIN-LOCK *5ML*SYR 100U,IV SUPPLY
IV-IMIPEN/CIL 500MG/100ML NACL,IV DRUG
IV-KCL20MEQD5W/0.45%NACL1000ML,IV DRUG
IV-LEVOFLOXACIN 500MG/100ML D5,IV DRUG
IV-MEROPENEM 1GM/100ML NACL,IV DRUG
IV-MEROPENEM 1GM/50ML NACL DUP,IV DRUG
IV-MEROPENEM 500MG/50ML NACL,IV DRUG
IV-METRONIDAZOLE 500MG/100ML,IV DRUG
IV-MICRON FILTER 0.2,IV SUPPLY
IV-NAFCILLIN 2GM/100ML NACL,IV DRUG
IV-OXACILLIN 2 G / 50ML D5W,IV DRUG
IV-PERIPHERAL IV SUPPLY KIT,IV SUPPLY
IV-PIPER-TAZ 2.25GM/100ML NACL,IV DRUG
IV-PIPER-TAZO 3.375GM/50ML NS,IV DRUG
IV-PIPER-TAZO3.375GM/100MLNACL,IV DRUG
IV-POSI-FLO CAP,IV SUPPLY
IV-POSI-FLO EXTENSION SET,IV SUPPLY
IV-PRIMARY TUBING 2C6425S,IV SUPPLY
IV-PRIMARY TUBING AMBFL004,IV SUPPLY
IV-PRIMAXIN500MG/NACL0.9%100ML,IV DRUG
IV-SOD CHLORIDE*10ML*SYR 0.9%,IV SUPPLY
IV-TAZICEF1GM/100ML NACL,IV DRUG
IV-VANCOMYCI1.25GM/250ML0.9%NS,IV DRUG
IV-VANCOMYCIN 1 GM/250ML NACL,IV DRUG
IV-VANCOMYCIN 1.75G/250ML NACL,IV DRUG
IV-VANCOMYCIN 1.75GM/500ML NS,IV DRUG
IV-VANCOMYCIN 1GM/NACL 250ML,IV DRUG
IV-VANCOMYCIN 500MG/NACL 100ML,IV DRUG
IV-VANCOMYCIN 750MG/250ML D5W,IV DRUG
IV-VANCOMYCIN 750MG/NACL 250ML,IV DRUG
JANUMET 50-500MG,RX
JANUMET XR TAB 50-1000,RX
JANUVIA TAB 100MG,RX
JANUVIA TAB 25MG,RX
JANUVIA TAB 50MG,RX
JANUVIA 25MG,RX
JANUVIA 50MG TAB,RX
JARDIANCE TAB 10MG,RX
JARDIANCE TAB 25MG,RX
JARDIANCE 10MG TAB,RX
JUVEN POW ORANGE,OTC
KAPSPARGO CAP 25MG,RX
KAYEXELATE 15GM/60ML (60ML),RX
KETOCONAZOLE 0.02,RX
KETOCONAZOLE 2% SHAMPOO,RX
KETOCONAZOLE SHAMPOO 2%,RX
KETOTIF FUM DRO 0.025%OP,OTC
LABETALOL TAB 100MG,RX
LABETALOL TAB 200MG,RX
LABETALOL 200MG TAB,RX
LABETALOL 300MG TAB,RX
LABETALOL HYDROCHLORIDE 300MG,RX
LACTINEX CHEW TABS,OTC
LACTOBACILLUS TAB,OTC
LACTULOSE SOL 10GM/15,RX
LACTULOSE 10GM/15ML CUP (15ML),RX
LACTULOSE SOLN 10GM/15ML,RX
LAMIVUDINE 10MG/ML LIQUID,RX
LAMOTRIGINE TAB 200MG,RX
LAMOTRIGINE 150MG,RX
LANSOPRAZOL SUSP 3MG/ML,RX
LANSOPRAZOLE CAP 30MG DR,RX
LANSOPRAZOLE ODT 30MG,RX
LANTHANUM CHW 500MG,RX
LANTUS INJ 100/ML,RX
LANTUS 100-UNIT/ML INSULIN,RX
LANTUS SOLOSTAR 100UNIT/ML,RX
LANTUS SOLOSTAR PEN 100U/ML,RX
LANTUS SOLOSTAR PEN 100UNIT/ML,RX
LATANOPROST SOL 0.005%,RX
LATANOPROST 0.00005,RX
LATANOPROST 0.005% OPTH.SOLN,RX
LATANOPROST OPTH 0.005%,RX
LATANOPROST OPTH SOLN 0.005%,RX
LETROZOLE TAB 2.5MG,RX
LEVEMIR 100UNIT/ML,RX
LEVEMIR FLEXTOUCH 100UNIT/ML,RX
LEVEMIR FLEXTOUCH-100UNIT/ML,RX
LEVEMIR INSULIN 100U/ML,RX
LEVEMIR SOLN 100UNIT/ML,RX
LEVETIRACETA SOL 100MG/ML,RX
LEVETIRACETA TAB 1000MG,RX
LEVETIRACETA TAB 250MG,RX
LEVETIRACETA TAB 500MG,RX
LEVETIRACETA TAB 500MG ER,RX
LEVETIRACETA TAB 750MG,RX
LEVETIRACETAM 1000MG TAB,RX
LEVETIRACETAM 100MG/ML SOLN,RX
LEVETIRACETAM 500MG,RX
LEVETIRACETAM 750MG,RX
LEVETIRACETAM 750MG TAB,RX
LEVETIRACETAM SOLN 100MG/ML,RX
LEVOCETIRIZI TAB 5MG,RX
LEVOFLOX/D5W INJ 500/100M,IV DRUG
LEVOFLOXACIN 500MG TAB,RX
LEVOFLOXACIN TAB 250MG,RX
LEVOFLOXACIN TAB 500MG,RX
LEVOFLOXACIN TAB 750MG,RX
LEVOTHYROXIN TAB 100MCG,RX
LEVOTHYROXIN TAB 112MCG,RX
LEVOTHYROXIN TAB 125MCG,RX
LEVOTHYROXIN TAB 137MCG,RX
LEVOTHYROXIN TAB 25MCG,RX
LEVOTHYROXIN TAB 50MCG,RX
LEVOTHYROXIN TAB 75MCG,RX
LEVOTHYROXIN TAB 88MCG,RX
LEVOTHYROXINE 0.025MG,RX
LEVOTHYROXINE 0.05MG,RX
LEVOTHYROXINE 0.075MG,RX
LEVOTHYROXINE 0.088MG,RX
LEVOTHYROXINE 0.112MG,RX
LEVOTHYROXINE 0.15MG,RX
LEVOTHYROXINE 0.1MG,RX
LEVOTHYROXINE 25MCG TAB,RX
LEVOTHYROXINE 50MCG TAB,RX
LEVOTHYROXINE 75MCG TAB,RX
LEVOTHYROXINE SODIUM 100MCG,RX
LEVOTHYROXINE SODIUM 125MCG,RX
LEVOTHYROXINE SODIUM 150MCG,RX
LEVOTHYROXINE SODIUM 175MCG,RX
LEVOTHYROXINE SODIUM 25MCG,RX
LEVOTHYROXINE SODIUM 50MCG,RX
LEVOTHYROXINE SODIUM 75MCG,RX
LIDO/PRILOCN CRE 2.5-2.5%,RX
LIDOCAINE CRE 3%,RX
LIDOCAINE PAD 5%,RX
LIDOCAINE (20ML VIAL) 1%,RX
LIDOCAINE (20ML VIAL) 2%,RX
LIDOCAINE 0.04,OTC
LIDOCAINE 0.05,RX
LIDOCAINE 1% INJ (20ML MDV),RX
LIDOCAINE HCL 1% SDV INJ-5ML,RX
LIDOCAINE HYDROCHLORIDE 0.01,RX
LIDOCAINE INJ 1% (20ML),RX
LIDOCAINE PA PAD 4%,OTC
LIDOCAINE PAIN RELIEF 4% PATCH,OTC
LIDOCAINE PATCH 4%,OTC
LIDOCAINE PATCH 5%,RX
LIDOCAINE VISCOUS 2%,RX
LINEZOLID TAB 600MG,RX
LINEZOLID 600MG,RX
LINZESS CAP 145MCG,RX
LINZESS CAP 72MCG,RX
LIOTHYRONINE 5MCG TAB,RX
LIOTHYRONINE SODIUM 5MCG,RX
LISINOPRIL TAB 10MG,RX
LISINOPRIL TAB 2.5MG,RX
LISINOPRIL TAB 20MG,RX
LISINOPRIL TAB 30MG,RX
LISINOPRIL TAB 40MG,RX
LISINOPRIL TAB 5MG,RX
LISINOPRIL 10MG,RX
LISINOPRIL 10MG TAB,RX
LISINOPRIL 2.5MG,RX
LISINOPRIL 20MG,RX
LISINOPRIL 20MG TAB,RX
LISINOPRIL 30MG,RX
LISINOPRIL 40MG,RX
LISINOPRIL 40MG TAB,RX
LISINOPRIL 5MG,RX
LISINOPRIL 5MG TAB,RX
LISPRO 100U/ML VIAL,RX
LISPRO KWIKPEN 100U/ML,RX
LITHIUM CARB CAP 300MG,RX
LITHIUM CARBONATE 150MG CAP,RX
LITHIUM CARBONATE 300MG CAP,RX
LITHIUM CIT (300MG) 8MEQ/5ML,RX
LMX 5 0.05,OTC
LOPERAMIDE CAP 2MG,RX
LOPERAMIDE LIQ 1MG/7.5,OTC
LOPERAMIDE 2MG TAB,OTC
LOPERAMIDE HCL 2MG,RX
LORATADINE 10MG*,OTC
LORAZEPAM CON 2MG/ML,RX
LORAZEPAM TAB 0.5MG,RX
LORAZEPAM TAB 1MG,RX
LORAZEPAM 0.5MG,RX
LORAZEPAM 2MG,RX
LORAZEPAM 2MG/ML,RX
LOSARTAN 100MG,RX
LOSARTAN 100MG TAB,RX
LOSARTAN 25MG,RX
LOSARTAN 25MG TAB,RX
LOSARTAN 50MG,RX
LOSARTAN 50MG TAB,RX
LOSARTAN POT TAB 100MG,RX
LOSARTAN POT TAB 25MG,RX
LOSARTAN POT TAB 50MG,RX
LOSARTAN POTASSIUM 100MG,RX
LOSARTAN POTASSIUM 25MG,RX
LOSARTAN POTASSIUM 50MG,RX
LOVASTATIN TAB 10MG,RX
LOVASTATIN TAB 20MG,RX
LOVASTATIN TAB 40MG,RX
LOXAPINE 25MG CAP,RX
LTC NURSNG MIDLINE INSERT,IV INSERTION
LUBRICNT EYE DRO 0.5% OP,OTC
LUBRIFRESH P.M.,OTC
LUBRIFRESH PM OPTH.OINT,OTC
LUMIGAN SOL 0.01%,RX
LUMIGAN OPTH 0.01%,RX
MAG OXIDE TAB 250MG,OTC
MAG OXIDE TAB 400MG,OTC
MAGIC MOUTH WASH,RX
MAGNESIUM CAP 400MG,OTC
MAGNESIUM TAB 250MG,OTC
MAGNESIUM 500MG,OTC
MAGNESIUM OXIDE 200MG TB,OTC
MAGNESIUM OXIDE 241.3MG,OTC
MAGNESIUM OXIDE 400MG TAB,OTC
MAGNESIUM OXIDE 400MG*,OTC
MAGNESIUM OXIDE 500MG TAB,OTC
MAGNESIUM-ALUM-SIMETH SUSP,OTC
MAGNESIUM-OXIDE 400MG *,OTC
MAGNESIUM-OXIDE 400MG*,OTC
MAGNESIUM-OXIDE* 400MG,OTC
MAG-SR 64MG TBCR,OTC
MAG-TAB SR TAB 84MG,OTC
MAN IV PER DIEM ABT,IV SUPPLY
MAPAP ACETAMINOPHEN EXTRASTRENGTH 500MG/15ML,OTC
MCA IV PER DIEM ABT,IV SUPPLY
MECLIZINE TAB 25MG,RX
MECLIZINE HYDROCHLORIDE 25MG,RX
MEDIHONEY **GEL**,RX
MEDIHONEY **PASTE**,RX
MEDROL DOSEPAK 4MG,RX
MEDROXYPR AC INJ 150MG/ML,RX
MELATONIN TAB 3MG,OTC
MELATONIN TAB 5MG,OTC
MELATONIN 10MG,OTC
MELATONIN 10MG CAP,OTC
MELATONIN 1MG,OTC
MELATONIN 1MG TAB,OTC
MELATONIN 3MG,OTC
MELATONIN 3MG *,OTC
MELATONIN 3MG TAB,OTC
MELATONIN 3MG*,OTC
MELATONIN 5MG,OTC
MELATONIN 5MG CAP,OTC
MELATONIN TR 3MG,OTC
MELATONIN TR TAB 5MG,OTC
MELOXICAM TAB 15MG,RX
MELOXICAM TAB 7.5MG,RX
MELOXICAM 15MG,RX
MEMANTINE TAB HCL 10MG,RX
MEMANTINE TAB HCL 5MG,RX
MEMANTINE 10MG *,RX
MEMANTINE 10MG*,RX
MEMANTINE 5MG TAB,RX
MEMANTINE ER 28MG CAP,RX
MEMANTINE ER 7MG CAP,RX
MEMANTINE HC CAP 28MG ER,RX
MEMANTINE HYDROCHLORIDE 10MG,RX
MEMANTINE HYDROCHLORIDE 5MG,RX
MEMANTINE HYDROCHLORIDE ER 28MG,RX
MEROPENEM 1GM VIAL,IV DRUG
MEROPENEM 500MG VIAL,IV DRUG
MESALAMINE SUP 1000MG,RX
METAMUCIL ORANGE,OTC
METAMUCIL PACK (SMOOTH),OTC
METFORMIN TAB 1000MG,RX
METFORMIN TAB 500MG,RX
METFORMIN TAB 500MG ER,RX
METFORMIN TAB 850MG,RX
METFORMIN 1000MG,RX
METFORMIN 1000MG TAB,RX
METFORMIN 500MG *,RX
METFORMIN 500MG TAB,RX
METFORMIN 500MG*,RX
METFORMIN 850MG TAB,RX
METFORMIN ER 500MG (GLUCOPHAG),RX
METFORMIN ER 750MG (GLUCOPHAG),RX
METFORMIN HYDROCHLORIDE 1000MG,RX
METFORMIN HYDROCHLORIDE 500MG,RX
METHENAM HIP TAB 1GM,RX
METHOCARBAM TAB 500MG,RX
METHOCARBAM TAB 750MG,RX
METHOTREXATE TAB 2.5MG,RX
METHYLPHENIDATE HYDROCHLORIDE 20MG,RX
METOCLOPRAM TAB 10MG,RX
METOCLOPRAM TAB 5MG,RX
METOCLOPRAMIDE 5MG TAB,RX
METOCLOPRAMIDE 5MG/5ML SOLN,RX
METOLAZONE TAB 2.5MG,RX
METOPROL SUC TAB 100MG ER,RX
METOPROL SUC TAB 25MG ER,RX
METOPROL SUC TAB 50MG ER,RX
METOPROL TAR TAB 100MG,RX
METOPROL TAR TAB 25MG,RX
METOPROL TAR TAB 50MG,RX
METOPROLOL 25MG,RX
METOPROLOL 25MG*,RX
METOPROLOL 50MG,RX
METOPROLOL ER 100MG,RX
METOPROLOL ER 25MG,RX
METOPROLOL ER 50MG,RX
METOPROLOL SUCC 100MG ER TAB,RX
METOPROLOL SUCC 25MG ER TAB,RX
METOPROLOL SUCC 50MG ER TAB,RX
METOPROLOL SUCCINATE ER 25MG,RX
METOPROLOL SUCCINATE ER 50MG,RX
METOPROLOL TARTRATE 100MG,RX
METOPROLOL TARTRATE 100MG TAB,RX
METOPROLOL TARTRATE 25MG,RX
METOPROLOL TARTRATE 25MG TAB,RX
METOPROLOL TARTRATE 50MG,RX
METOPROLOL TARTRATE 50MG TAB,RX
METRONIDAZOL GEL 1%,RX
METRONIDAZOL TAB 500MG,RX
METRONIDAZOLE 500MG TAB,RX
MI-ACID GAS RELIEF 80MG,OTC
MICONAZOLE 7 CRE 2%,OTC
MICONAZOLE 7 VAG CREAM 2%,OTC
MIDODRINE TAB 10MG,RX
MIDODRINE TAB 2.5MG,RX
MIDODRINE TAB 5MG,RX
MIDODRINE 10MG TAB,RX
MIDODRINE 5MG TAB,RX
MIDODRINE HCL 5MG,RX
MIDODRINE HYDROCHLORIDE 10MG,RX
MILK THISTLE 175MG,OTC
MILLIPRED 5MG TAB,RX
MINOCYCLINE CAP 100MG,RX
MINOCYCLINE HYDROCHLORIDE 100MG,RX
MINTOX REGULAR STRENGTH,OTC
MIRALAX *OTC* PACKETS,OTC
MIRTAZAPINE TAB 15MG,RX
MIRTAZAPINE TAB 30MG,RX
MIRTAZAPINE TAB 45MG,RX
MIRTAZAPINE TAB 7.5MG,RX
MIRTAZAPINE 15MG,RX
MIRTAZAPINE 15MG *,RX
MIRTAZAPINE 15MG TAB,RX
MIRTAZAPINE 30MG,RX
MIRTAZAPINE 30MG TAB,RX
MIRTAZAPINE 45MG,RX
MIRTAZAPINE 7.5MG,RX
MIRTAZAPINE 7.5MG TAB,RX
MOMETASONE NASAL SPRY 50MCG,RX
MONTELUKAST TAB 10MG,RX
MONTELUKAST 10MG TAB,RX
MONTELUKAST SODIUM 10MG,RX
MORPHINE SUL SOL 100/5ML,RX
MORPHINE SUL TAB 15MG ER,RX
MORPHINE SULFATE 10MG/5ML,RX
MOXIFLOXACIN SOL HCL 0.5%,RX
M-PAP 160MG/5ML,OTC
MUCINEX TAB 600MG ER,OTC
MUCINEX 600MG,OTC
MUCINEX DM,OTC
MUCINEX DM MAXIMUM STRENGTH,OTC
MUCINEX ER 600MG,OTC
MUPIROCIN OIN 2%,RX
MUPIROCIN 0.02,RX
MUPIROCIN 2% OINTMENT,RX
MUPIROCIN OINTMENT 2%,RX
MYCOPHENOLAT TAB 500MG,RX
MYRBETRIQ TAB 25MG,RX
MYRBETRIQ ER 50MG TAB,RX
NAMZARIC 28MG-10MG CAP,RX
NAPROXEN TAB 500MG,RX
NARCAN NASAL SPRAY 4MG (2PAK),RX
NASAFLO NETI POT NASAL WASH,OTC
NASOGEL GEL,OTC
"NEEDLES 23G X 3.5""",SUPPLY-NON IV
NEPHRO-VITE TAB,OTC
NIACIN ER TAB 1000MG,RX
NICOTINE PATCH 14MG/24HR,IV SUPPLY
NICOTINE PATCH 7MG/24HR,IV SUPPLY
NICOTINE TD DIS 21MG/24H,IV SUPPLY
NICOTINE TD DIS 7MG/24HR,IV SUPPLY
NIFEDIPINE TAB 30MG ER,RX
NIFEDIPINE TAB 90MG ER,RX
NIFEDIPINE CC 30MG TAB,RX
NIFEDIPINE ER 30MG TAB,RX
NIFEDIPINE ER 60MG,RX
NIFEDIPINE XL 30MG TAB,RX
NITRO TRANS 0.4MG/HR,RX
NITROFUR MAC CAP 100MG,RX
NITROFURAN MON-MACRO 100MG,RX
NITROFURANTN MONO-MCR 100MG CP,RX
NITROFURANTOIN MACRO 100MG CAP,RX
NITROFURANTOIN MACROCRYSTALS 50MG,RX
NITROFURANTOIN MONO 100MG CAP,RX
NITROGLYCERIN (25'S) 0.4MG,RX
NITROGLYCERIN SL 0.4MG (4X25),RX
NITROGLYCERN SUB 0.4MG,RX
NORMAL SALINE I.V. FLUSH,IV SUPPLY
NORML SALINE INJ IV FLUSH,IV SUPPLY
NORTRIPTYLIN CAP 10MG,RX
NORTRIPTYLIN CAP 25MG,RX
NORTRIPTYLINE 10MG,RX
NOVO*LOG* FLEXPEN 100U/ML,RX
NOVOFINE *AUTO-COVER* NEEDLE,SUPPLY-NON IV
NOVOFINE AUT MIS 30GX8MM,SUPPLY-NON IV
NOVOLIN *N* INSULIN 100U/ML,OTC
NOVOLIN N INJ U-100,OTC
NOVOLOG INJ 100/ML,RX
NOVOLOG 100UNIT/ML,RX
NOVOLOG 100UNIT/ML MDV,RX
NOVOLOG FLEXPEN 100UNIT/ML,RX
NOVOLOG FLEXPEN-100UNIT/ML,RX
NUEDEXTA CAP 20-10MG,RX
NU-MAG *BOTTLE* 71.5MG,OTC
NUPLAZID 34MG CAP,RX
NYAMYC POW 100000,RX
NYSTATIN CRE 100000,RX
NYSTATIN SUS 100000,RX
NYSTATIN 100000UNIT/GM,RX
NYSTATIN CREAM 100000,RX
